followers,following,followers_ratio,mutual_connections,account_age,profile_complete,bio,comments,label
34652,663,52.26546003016591,252,11,67,AI researcher,Nice post!,1
41840,365,114.63013698630137,423,8,79,Traveler and food lover,Great content!,1
10244,923,11.098591549295774,219,1,56,Traveler and food lover,Nice post!,0
57626,3857,14.940627430645579,396,8,97,Tech enthusiast,Great content!,0
9231,176,52.44886363636363,473,7,72,AI researcher,Nice post!,0
11420,936,12.2008547008547,335,10,86,Traveler and food lover,Love this!,0
80065,382,209.59424083769633,216,9,56,Just another human,Love this!,0
61423,306,200.72875816993465,201,0,87,Traveler and food lover,Awesome!,1
1061,4698,0.22584078331204768,28,13,78,Traveler and food lover,Great content!,0
75311,2391,31.497699707235466,493,4,83,AI researcher,Great content!,1
76928,2204,34.9038112522686,446,10,88,Traveler and food lover,Nice post!,1
78126,4808,16.249168053244592,485,1,90,Lover of nature,Awesome!,0
56573,1466,38.5900409276944,211,9,94,Traveler and food lover,Awesome!,1
97869,3272,29.911063569682153,153,4,98,Just another human,Great content!,0
44767,403,111.08436724565757,479,12,98,Traveler and food lover,Love this!,0
77485,4710,16.45116772823779,230,14,96,Tech enthusiast,Great content!,0
51267,2671,19.19393485585923,101,7,67,AI researcher,Great content!,0
95510,1802,53.00221975582686,314,8,96,Just another human,Very interesting,1
317,2651,0.11957751791776688,176,8,92,Lover of nature,Nice post!,0
56899,177,321.4632768361582,180,0,74,Traveler and food lover,Nice post!,1
68905,4545,15.160616061606161,471,6,76,Traveler and food lover,Very interesting,1
95194,743,128.12113055181695,414,11,76,Lover of nature,Awesome!,0
35954,2349,15.306087696892295,231,10,61,Traveler and food lover,Nice post!,0
99565,4403,22.612991142402908,11,7,72,Tech enthusiast,Awesome!,0
38144,751,50.79094540612517,185,9,66,Just another human,Love this!,1
27333,869,31.453394706559262,248,2,93,Traveler and food lover,Awesome!,0
71772,4063,17.664779719419148,419,12,56,Lover of nature,Nice post!,0
87235,3968,21.984627016129032,265,5,73,Lover of nature,Awesome!,1
96517,214,451.0140186915888,389,10,56,Just another human,Love this!,1
25964,1618,16.046971569839307,134,2,78,Tech enthusiast,Very interesting,0
55031,2531,21.74278941129988,244,8,77,Just another human,Nice post!,1
89969,3334,26.98530293941212,30,12,72,Traveler and food lover,Love this!,0
95937,1598,60.03566958698373,346,2,59,Tech enthusiast,Great content!,1
79876,512,156.0078125,455,1,65,Tech enthusiast,Very interesting,1
70437,253,278.40711462450594,258,8,92,Lover of nature,Very interesting,1
5002,4134,1.2099661344944364,103,14,97,Tech enthusiast,Nice post!,1
1971,629,3.133545310015898,430,10,83,Traveler and food lover,Love this!,1
12507,3477,3.5970664365832614,381,12,74,Traveler and food lover,Great content!,1
32561,987,32.98986828774063,468,13,51,Traveler and food lover,Love this!,0
76394,1726,44.26071842410197,0,7,99,AI researcher,Awesome!,1
55765,2094,26.63085004775549,428,7,54,Tech enthusiast,Nice post!,1
13265,1702,7.793772032902468,437,1,63,Tech enthusiast,Awesome!,1
4577,305,15.00655737704918,433,5,80,Traveler and food lover,Awesome!,0
48857,4079,11.977690610443736,206,12,89,Lover of nature,Very interesting,1
48013,2281,21.049101271372205,134,12,55,Tech enthusiast,Very interesting,1
20399,4341,4.6991476618290715,446,4,77,AI researcher,Awesome!,0
44533,2808,15.859330484330485,270,13,58,Tech enthusiast,Love this!,1
61586,2887,21.332178732248007,88,11,55,Just another human,Nice post!,1
43929,3455,12.714616497829233,194,1,66,AI researcher,Nice post!,0
82113,1025,80.11024390243902,413,4,89,Lover of nature,Love this!,0
3368,4313,0.7808949686992812,121,3,84,AI researcher,Awesome!,1
88545,2976,29.753024193548388,461,8,61,AI researcher,Nice post!,0
76534,507,150.95463510848126,115,11,94,Tech enthusiast,Very interesting,1
97067,4857,19.98497014618077,195,0,67,AI researcher,Great content!,1
5708,2952,1.9336043360433603,35,5,92,Traveler and food lover,Very interesting,1
66819,1054,63.39563567362429,66,6,83,AI researcher,Love this!,1
93089,2675,34.7996261682243,132,14,95,Tech enthusiast,Great content!,1
55815,2568,21.73481308411215,280,11,50,Traveler and food lover,Nice post!,1
31359,1905,16.461417322834645,478,5,64,Lover of nature,Nice post!,1
76787,4371,17.56737588652482,10,4,67,Just another human,Great content!,0
50258,4588,10.954228421970358,455,11,71,AI researcher,Nice post!,1
75043,4923,15.243347552305504,217,3,67,Traveler and food lover,Great content!,1
98249,2895,33.93747841105354,321,4,98,Traveler and food lover,Awesome!,0
44051,1101,40.009990917347864,155,8,50,Lover of nature,Love this!,0
31964,3662,8.728563626433642,239,4,95,Lover of nature,Very interesting,1
8012,1637,4.89431887599267,59,9,69,Just another human,Great content!,1
69793,1456,47.934752747252745,137,14,97,Just another human,Great content!,1
87244,3614,24.140564471499722,49,7,85,Tech enthusiast,Awesome!,1
19748,39,506.35897435897436,166,6,87,Just another human,Very interesting,1
10713,3085,3.472609400324149,164,3,74,Just another human,Awesome!,1
49432,4240,11.658490566037736,318,9,65,Traveler and food lover,Awesome!,1
83116,2732,30.423133235724745,188,4,69,AI researcher,Love this!,1
61909,2416,25.62458609271523,486,6,87,AI researcher,Nice post!,1
12402,759,16.3399209486166,468,5,96,Just another human,Very interesting,1
44734,4343,10.300253281142068,91,12,82,Tech enthusiast,Awesome!,1
32309,3117,10.365415463586782,293,2,56,Tech enthusiast,Nice post!,1
15651,765,20.458823529411763,375,9,72,AI researcher,Nice post!,1
79544,2423,32.828724721419725,288,14,60,Lover of nature,Nice post!,1
6315,1315,4.802281368821292,74,2,82,Traveler and food lover,Nice post!,1
98272,4303,22.83801998605624,44,1,89,Just another human,Love this!,1
18792,3996,4.702702702702703,427,13,95,Traveler and food lover,Love this!,0
78267,4030,19.421091811414392,384,2,54,Just another human,Awesome!,1
77973,3694,21.108012994044397,52,10,94,Just another human,Nice post!,0
20576,3186,6.458254865034526,174,9,96,AI researcher,Awesome!,1
67776,2867,23.640041855598188,160,12,90,Traveler and food lover,Great content!,0
6521,1318,4.947647951441578,66,0,57,Traveler and food lover,Love this!,0
26187,701,37.35663338088445,473,12,66,Lover of nature,Love this!,0
4775,4384,1.0891879562043796,398,8,67,Lover of nature,Very interesting,0
20364,2202,9.247956403269756,360,1,99,Traveler and food lover,Great content!,0
23939,1594,15.01819322459222,269,11,76,Lover of nature,Love this!,1
28830,3988,7.229187562688065,406,12,80,Lover of nature,Nice post!,1
29533,4946,5.971087747674889,123,2,53,Just another human,Nice post!,1
71098,4146,17.148576941630488,181,4,51,AI researcher,Nice post!,0
66173,1231,53.75548334687246,375,9,54,Just another human,Awesome!,1
77535,2613,29.672789896670494,391,11,66,Lover of nature,Love this!,1
13790,3138,4.394518801784576,181,3,88,Just another human,Awesome!,0
6599,1909,3.4567836563645886,35,12,81,Just another human,Love this!,0
34822,1791,19.4427694025684,211,4,78,Tech enthusiast,Very interesting,1
93674,2929,31.98156367360874,383,5,65,Just another human,Awesome!,1
45949,1089,42.19375573921028,435,4,50,Just another human,Love this!,1
51503,2382,21.62174643157011,133,9,61,AI researcher,Very interesting,1
93336,4128,22.61046511627907,352,0,68,Traveler and food lover,Love this!,0
40963,4964,8.25201450443191,411,5,58,Tech enthusiast,Great content!,1
65795,2946,22.3336727766463,177,8,97,Tech enthusiast,Awesome!,1
19319,3570,5.411484593837535,165,2,56,Tech enthusiast,Nice post!,1
54205,1166,46.48799313893654,413,14,79,Tech enthusiast,Very interesting,1
25911,601,43.113144758735444,493,1,64,AI researcher,Very interesting,1
23586,2026,11.641658440276407,490,5,93,Traveler and food lover,Nice post!,1
31518,1585,19.885173501577288,336,11,53,AI researcher,Very interesting,1
74721,988,75.62854251012146,328,13,55,Tech enthusiast,Nice post!,1
25474,1966,12.957273652085453,475,2,87,Traveler and food lover,Nice post!,1
60291,1440,41.86875,437,3,96,AI researcher,Love this!,0
16270,4616,3.5246967071057194,326,5,84,Traveler and food lover,Awesome!,0
35450,869,40.79401611047181,45,11,51,AI researcher,Great content!,0
95092,2064,46.07170542635659,155,12,54,Traveler and food lover,Very interesting,0
56693,1130,50.170796460176994,400,11,57,AI researcher,Love this!,1
41440,4379,9.463347796300525,487,5,79,Tech enthusiast,Great content!,1
1997,4457,0.4480592326677137,431,11,97,Tech enthusiast,Great content!,1
25115,3730,6.733243967828418,427,1,68,Tech enthusiast,Very interesting,1
78494,1935,40.56537467700258,235,12,79,AI researcher,Very interesting,1
13036,1077,12.103992571959147,315,12,80,Traveler and food lover,Love this!,0
68319,1640,41.65792682926829,59,2,65,Traveler and food lover,Very interesting,0
45937,1393,32.9770279971285,4,12,87,Lover of nature,Great content!,0
75424,31,2433.032258064516,452,8,71,Just another human,Very interesting,0
57545,704,81.74005681818181,461,1,82,Tech enthusiast,Love this!,1
42956,869,49.43153049482164,453,2,99,Tech enthusiast,Love this!,1
56571,233,242.793991416309,390,8,71,Tech enthusiast,Love this!,1
10387,951,10.922187171398528,180,3,57,Lover of nature,Very interesting,1
53602,59,908.5084745762712,144,14,86,Lover of nature,Awesome!,1
7357,2819,2.6097907059240866,314,0,61,Lover of nature,Love this!,1
33786,3601,9.382393779505692,264,10,99,Tech enthusiast,Awesome!,0
3793,3150,1.2041269841269842,222,12,54,Traveler and food lover,Nice post!,1
55808,302,184.79470198675497,405,1,74,Tech enthusiast,Love this!,1
4308,2851,1.5110487548228693,300,14,78,Lover of nature,Awesome!,1
70214,2945,23.84176570458404,456,2,62,Lover of nature,Awesome!,1
86217,1924,44.811330561330564,442,8,75,Just another human,Great content!,1
55171,317,174.0410094637224,335,14,71,AI researcher,Awesome!,0
60662,1889,32.1132874536792,483,8,78,Just another human,Great content!,1
34494,2716,12.700294550810014,481,10,61,Just another human,Awesome!,1
98624,4786,20.606769745089846,236,14,97,Tech enthusiast,Awesome!,1
20932,1882,11.12221041445271,12,5,95,AI researcher,Nice post!,1
34038,3899,8.729930751474738,338,13,92,AI researcher,Awesome!,1
20326,4114,4.940690325717064,267,10,77,Tech enthusiast,Very interesting,1
77006,1179,65.31467345207803,419,5,58,Traveler and food lover,Very interesting,1
16978,3856,4.403008298755187,265,2,59,Tech enthusiast,Very interesting,1
30276,4874,6.211735740664752,15,4,97,Traveler and food lover,Nice post!,1
95755,4456,21.48900359066427,91,14,91,Traveler and food lover,Awesome!,1
24010,332,72.31927710843374,247,10,75,AI researcher,Nice post!,0
14021,528,26.554924242424242,18,3,85,Tech enthusiast,Awesome!,1
2876,2060,1.396116504854369,359,9,89,Tech enthusiast,Great content!,0
5908,1099,5.375796178343949,389,9,60,AI researcher,Nice post!,0
18405,212,86.81603773584905,387,11,55,Just another human,Very interesting,1
39029,1715,22.75743440233236,413,8,53,Tech enthusiast,Very interesting,1
4016,2689,1.4934920044626254,102,8,76,Lover of nature,Very interesting,1
34403,2331,14.758901758901759,94,0,73,Lover of nature,Awesome!,1
10966,3267,3.3565962656871746,429,7,54,Tech enthusiast,Awesome!,0
50052,1033,48.45304937076476,282,14,99,Traveler and food lover,Nice post!,1
96209,1333,72.17479369842461,428,8,52,AI researcher,Love this!,0
6088,1841,3.3068984247691473,212,4,56,Traveler and food lover,Awesome!,1
29641,4687,6.324087902709622,36,3,73,Lover of nature,Love this!,0
95686,2139,44.733987844787286,392,9,71,Lover of nature,Love this!,1
62911,4552,13.820518453427065,60,3,61,AI researcher,Awesome!,1
69507,4092,16.98607038123167,290,1,84,Lover of nature,Nice post!,0
94823,444,213.5653153153153,361,8,66,Just another human,Love this!,1
41584,4175,9.960239520958083,302,4,52,Lover of nature,Nice post!,1
31427,1499,20.965310206804535,243,10,60,Traveler and food lover,Nice post!,0
88030,927,94.96224379719526,404,2,55,Traveler and food lover,Awesome!,0
83649,623,134.26805778491172,400,5,92,Just another human,Love this!,1
65016,1480,43.92972972972973,310,8,85,Traveler and food lover,Nice post!,0
94891,3038,31.23469387755102,343,8,66,Traveler and food lover,Love this!,0
39464,3386,11.655050206733609,350,11,71,Traveler and food lover,Nice post!,1
1597,3319,0.4811690268153058,5,12,50,Tech enthusiast,Awesome!,1
54720,234,233.84615384615384,376,4,93,Just another human,Nice post!,1
86577,1618,53.50865265760198,418,7,52,Just another human,Awesome!,1
91758,2692,34.085438335809805,305,3,65,Lover of nature,Awesome!,0
75896,2031,37.36878385032004,164,4,84,Just another human,Love this!,0
18826,387,48.645994832041346,12,6,63,AI researcher,Love this!,0
85834,1635,52.49785932721713,24,6,98,Just another human,Love this!,1
29442,4134,7.121915820029027,223,12,56,AI researcher,Great content!,0
48627,1185,41.03544303797468,122,6,75,Traveler and food lover,Love this!,1
72383,1968,36.77997967479675,128,7,92,AI researcher,Love this!,1
34227,241,142.0207468879668,304,10,97,Tech enthusiast,Nice post!,0
20894,562,37.1779359430605,121,4,80,Traveler and food lover,Great content!,1
5464,2000,2.732,34,14,73,AI researcher,Great content!,0
74970,4902,15.2937576499388,82,0,68,Traveler and food lover,Nice post!,1
43628,1930,22.60518134715026,308,10,86,Tech enthusiast,Love this!,0
83958,4901,17.130789634768416,435,8,50,Traveler and food lover,Very interesting,1
62681,2780,22.54712230215827,181,8,74,Traveler and food lover,Awesome!,1
47121,1676,28.115155131264917,75,14,59,Just another human,Great content!,0
39623,2516,15.748410174880764,103,6,67,Lover of nature,Nice post!,1
85688,1678,51.06555423122765,231,11,91,AI researcher,Very interesting,1
60003,4142,14.486479961371318,302,5,50,Lover of nature,Awesome!,0
8858,3747,2.364024552975714,42,12,78,Tech enthusiast,Very interesting,1
78682,3357,23.438188859100386,403,12,62,Tech enthusiast,Love this!,0
66135,1652,40.03329297820823,416,4,53,Traveler and food lover,Nice post!,0
86454,4178,20.69267592149354,92,4,61,Lover of nature,Awesome!,1
61612,3842,16.036439354502864,143,14,97,AI researcher,Awesome!,1
72055,2442,29.506552006552006,253,2,68,AI researcher,Love this!,0
42232,4886,8.643471142038477,77,9,75,Traveler and food lover,Love this!,1
49233,595,82.74453781512605,262,0,93,AI researcher,Love this!,1
65343,2613,25.006888633754304,69,5,87,Just another human,Nice post!,1
52742,4097,12.873321942885038,148,7,65,Lover of nature,Great content!,1
49430,1497,33.01937207748831,291,13,93,Tech enthusiast,Very interesting,1
75514,3556,21.235658042744657,213,1,74,AI researcher,Nice post!,0
2472,4862,0.5084327437268614,359,7,59,AI researcher,Nice post!,1
9470,4767,1.986574365428991,309,7,86,AI researcher,Very interesting,1
99329,3359,29.57100327478416,146,9,77,Traveler and food lover,Awesome!,0
9285,1602,5.795880149812734,24,7,77,Tech enthusiast,Very interesting,1
94223,915,102.975956284153,322,9,74,Lover of nature,Love this!,1
13279,1845,7.197289972899729,483,14,74,AI researcher,Awesome!,1
65952,1996,33.04208416833667,108,2,61,Just another human,Nice post!,1
72930,95,767.6842105263158,180,9,57,Traveler and food lover,Very interesting,1
22563,493,45.766734279918865,250,7,85,Lover of nature,Nice post!,1
24376,3070,7.940065146579805,481,10,88,AI researcher,Nice post!,0
44046,150,293.64,202,14,73,Lover of nature,Very interesting,0
17379,1047,16.598853868194844,303,11,72,Traveler and food lover,Nice post!,1
11805,2804,4.210057061340941,169,11,86,Just another human,Great content!,1
70031,399,175.51629072681703,174,13,60,AI researcher,Great content!,0
68164,4951,13.767723692183397,346,3,66,Just another human,Nice post!,1
30153,4477,6.73509046236319,169,2,77,Traveler and food lover,Awesome!,1
29435,552,53.32427536231884,1,10,52,Just another human,Awesome!,1
88219,295,299.04745762711866,133,8,51,Traveler and food lover,Awesome!,1
75149,1144,65.68968531468532,126,7,78,Just another human,Awesome!,1
5378,456,11.793859649122806,45,9,83,Lover of nature,Great content!,1
4631,1554,2.98005148005148,193,12,63,Lover of nature,Awesome!,1
58839,169,348.15976331360946,361,12,82,Traveler and food lover,Very interesting,1
60304,4806,12.547648772367873,208,1,97,Lover of nature,Awesome!,1
14729,1947,7.564971751412429,295,12,96,Just another human,Very interesting,1
29237,254,115.10629921259843,57,12,67,Just another human,Great content!,1
7576,2377,3.1872107698779977,495,14,78,AI researcher,Very interesting,1
12316,1321,9.323239969719909,77,12,51,Traveler and food lover,Very interesting,0
53832,2884,18.665742024965326,201,13,60,Lover of nature,Nice post!,1
24052,3608,6.6662971175166295,492,7,80,Traveler and food lover,Very interesting,0
15096,2126,7.1006585136406395,288,10,98,Lover of nature,Nice post!,1
17397,3497,4.974835573348584,489,10,62,AI researcher,Awesome!,1
27052,2241,12.071396697902722,61,2,93,Just another human,Very interesting,0
89434,401,223.02743142144638,267,9,75,Just another human,Very interesting,0
51628,2157,23.935095039406583,125,11,83,Tech enthusiast,Love this!,0
92060,2377,38.72949095498527,479,13,99,Traveler and food lover,Awesome!,0
18333,363,50.50413223140496,48,5,59,Lover of nature,Very interesting,0
18029,3939,4.577050012693577,87,4,61,Tech enthusiast,Very interesting,1
75436,3852,19.583592938733126,333,7,98,Traveler and food lover,Love this!,0
40873,3413,11.97568121886903,260,8,71,Lover of nature,Nice post!,0
10293,2307,4.461638491547464,178,10,95,AI researcher,Awesome!,0
18289,85,215.16470588235293,68,6,80,Traveler and food lover,Love this!,0
47009,1825,25.75835616438356,366,5,68,Lover of nature,Awesome!,1
62790,3886,16.158003088008236,415,5,94,Just another human,Awesome!,1
22918,308,74.4090909090909,492,0,73,Traveler and food lover,Nice post!,0
61594,4358,14.133547498852685,432,4,74,Lover of nature,Nice post!,1
50235,1922,26.13683662851197,480,13,84,Just another human,Great content!,1
37962,631,60.16164817749604,59,7,57,Just another human,Love this!,1
37673,4776,7.8879815745393635,301,5,54,Tech enthusiast,Love this!,0
61391,4961,12.374722838137473,451,11,71,Lover of nature,Awesome!,0
47939,2372,20.210370994940977,248,0,77,Tech enthusiast,Great content!,0
9353,3301,2.833383823083914,477,14,61,Tech enthusiast,Great content!,1
76183,3668,20.769629225736097,168,14,82,AI researcher,Awesome!,1
39801,727,54.74690508940853,464,4,65,Tech enthusiast,Nice post!,1
29144,1649,17.6737416616131,450,12,75,Tech enthusiast,Great content!,1
47111,4313,10.923023417574774,268,10,61,AI researcher,Love this!,1
69453,1270,54.68740157480315,363,11,72,AI researcher,Nice post!,1
99121,4544,21.813600352112676,111,4,98,Traveler and food lover,Very interesting,1
57540,319,180.37617554858934,99,11,75,Tech enthusiast,Great content!,0
46809,3476,13.466340621403912,401,2,90,Just another human,Awesome!,0
4837,2779,1.7405541561712847,214,7,62,AI researcher,Love this!,0
96153,3059,31.432821183393266,482,14,72,Lover of nature,Great content!,0
62663,4135,15.15429262394196,112,8,80,Traveler and food lover,Awesome!,0
13709,1603,8.552089831565814,96,5,85,Traveler and food lover,Love this!,1
91429,2257,40.50908285334515,306,5,76,Tech enthusiast,Great content!,1
5323,830,6.413253012048193,117,1,85,Just another human,Love this!,1
13608,856,15.897196261682243,35,9,96,AI researcher,Very interesting,1
28817,2649,10.87844469611174,336,1,91,Lover of nature,Love this!,1
70433,1859,37.887573964497044,358,5,72,Tech enthusiast,Awesome!,0
69400,1103,62.9193109700816,289,11,87,Just another human,Great content!,0
45236,2482,18.225624496373893,395,7,52,Tech enthusiast,Awesome!,0
59560,1821,32.70730367929709,388,1,79,Tech enthusiast,Very interesting,1
80082,4938,16.217496962332927,303,8,81,Traveler and food lover,Nice post!,1
3568,2080,1.7153846153846153,359,12,64,Lover of nature,Love this!,0
75318,3159,23.84235517568851,346,11,87,Lover of nature,Awesome!,1
50123,2441,20.53379762392462,123,13,60,Lover of nature,Great content!,0
53009,3685,14.385074626865672,39,8,51,Lover of nature,Great content!,1
55888,1256,44.496815286624205,140,14,75,AI researcher,Nice post!,1
36353,2958,12.28972278566599,25,13,83,AI researcher,Great content!,0
58229,3652,15.944414019715225,141,3,50,Lover of nature,Very interesting,1
35196,2240,15.7125,351,3,60,Just another human,Nice post!,1
36976,1940,19.05979381443299,394,3,54,AI researcher,Very interesting,1
33779,270,125.10740740740741,421,10,75,AI researcher,Love this!,1
53228,4831,11.018008693852204,335,4,55,Just another human,Very interesting,1
19239,4065,4.732841328413284,56,7,84,Lover of nature,Love this!,1
75219,4980,15.10421686746988,149,1,54,Tech enthusiast,Very interesting,0
27887,3776,7.385328389830509,366,10,58,AI researcher,Nice post!,1
58011,1113,52.121293800539085,399,4,77,Tech enthusiast,Love this!,1
97147,649,149.68721109399075,204,13,68,Tech enthusiast,Very interesting,0
38094,1180,32.28305084745763,75,1,54,Just another human,Very interesting,0
81790,2143,38.1661222585161,465,14,72,Lover of nature,Great content!,1
92902,17,5464.823529411765,284,10,93,Tech enthusiast,Very interesting,1
16816,117,143.72649572649573,209,10,93,Lover of nature,Great content!,0
88645,1546,57.33829236739974,493,7,65,Traveler and food lover,Very interesting,1
37044,3152,11.75253807106599,385,0,56,Lover of nature,Awesome!,0
40327,2694,14.969190794357832,437,14,63,Just another human,Great content!,1
55478,4090,13.564303178484108,257,6,71,Just another human,Nice post!,1
19104,1277,14.960062646828504,258,2,58,Traveler and food lover,Nice post!,1
57806,3241,17.83585313174946,476,3,96,Just another human,Love this!,1
10599,4943,2.1442443860004046,183,13,72,Lover of nature,Nice post!,0
57231,3789,15.104513064133016,327,14,92,Lover of nature,Love this!,1
1667,372,4.481182795698925,10,7,53,Lover of nature,Nice post!,1
98310,2808,35.01068376068376,459,2,92,Just another human,Great content!,0
39541,156,253.46794871794873,159,11,75,Lover of nature,Awesome!,1
52237,2662,19.623215627347857,259,12,90,AI researcher,Love this!,1
3174,465,6.825806451612904,392,12,55,Traveler and food lover,Awesome!,1
93088,4879,19.079319532691127,87,6,80,AI researcher,Very interesting,1
83983,4900,17.139387755102042,368,11,66,Lover of nature,Very interesting,0
41257,4316,9.559082483781278,183,0,58,Just another human,Awesome!,1
19611,1774,11.05467869222097,15,8,76,Traveler and food lover,Great content!,0
93976,117,803.2136752136752,464,12,55,AI researcher,Awesome!,1
50609,2104,24.0537072243346,494,5,55,Lover of nature,Awesome!,0
71555,1375,52.04,243,2,53,Just another human,Awesome!,1
4562,3204,1.423845193508115,85,6,92,Lover of nature,Love this!,1
9427,4404,2.1405540417802,198,14,52,AI researcher,Love this!,1
58589,3547,16.517902452776994,9,12,73,AI researcher,Awesome!,1
68217,3978,17.148567119155356,476,4,67,Traveler and food lover,Great content!,1
72065,4318,16.6894395553497,163,7,81,Just another human,Very interesting,1
78280,1197,65.39682539682539,23,7,97,Tech enthusiast,Very interesting,1
3732,3412,1.0937866354044548,63,11,70,Lover of nature,Very interesting,0
70452,797,88.39648682559599,311,8,97,Just another human,Nice post!,1
95642,3893,24.56768558951965,237,5,78,Tech enthusiast,Great content!,1
40041,151,265.17218543046357,461,3,81,Just another human,Love this!,1
79245,3250,24.383076923076924,461,12,74,Lover of nature,Very interesting,1
21448,112,191.5,344,1,61,Lover of nature,Love this!,0
58829,683,86.13323572474378,237,2,95,Traveler and food lover,Love this!,1
43866,1162,37.75043029259897,21,4,58,AI researcher,Love this!,1
33586,2380,14.111764705882353,179,7,56,AI researcher,Love this!,1
41948,4989,8.408097815193425,305,11,63,AI researcher,Awesome!,1
49038,161,304.58385093167703,46,9,69,Traveler and food lover,Love this!,1
59817,1426,41.947405329593266,278,1,69,AI researcher,Nice post!,1
49887,3662,13.622883670125615,223,4,59,Just another human,Love this!,1
97793,278,351.77338129496405,217,13,60,AI researcher,Very interesting,1
43471,3392,12.815742924528301,498,8,88,AI researcher,Love this!,1
93484,1557,60.04110468850353,474,1,68,Lover of nature,Very interesting,0
40479,4593,8.81319399085565,236,14,68,Traveler and food lover,Love this!,1
83146,1916,43.39561586638831,203,7,92,Traveler and food lover,Great content!,1
20445,4751,4.303304567459482,338,2,55,AI researcher,Awesome!,1
84127,3108,27.067889317889318,18,7,57,Tech enthusiast,Very interesting,1
14201,303,46.867986798679866,179,3,50,Lover of nature,Nice post!,0
84736,4534,18.689016321129245,161,3,72,AI researcher,Love this!,1
27396,2774,9.875991348233597,479,11,89,Tech enthusiast,Very interesting,0
31731,4282,7.410322279308734,284,6,86,Just another human,Awesome!,1
54796,3246,16.881084411583487,60,4,59,Lover of nature,Love this!,1
13714,4769,2.875655273642273,84,3,51,Traveler and food lover,Awesome!,1
56645,1001,56.58841158841159,34,6,85,Tech enthusiast,Nice post!,0
2133,3835,0.5561929595827901,489,11,51,AI researcher,Very interesting,0
90720,4007,22.64037933616172,4,2,64,Tech enthusiast,Nice post!,1
63003,4779,13.18330194601381,75,14,69,Traveler and food lover,Awesome!,0
80132,1719,46.61547411285631,252,8,91,Just another human,Great content!,0
97522,3831,25.456016705820936,6,13,70,Tech enthusiast,Great content!,1
25426,3182,7.9905719673161535,168,12,79,AI researcher,Very interesting,0
1824,2883,0.6326742976066597,129,4,73,Tech enthusiast,Love this!,0
78547,999,78.62562562562563,472,11,51,Just another human,Nice post!,1
50268,285,176.37894736842105,137,2,87,Tech enthusiast,Great content!,1
16518,421,39.235154394299286,357,1,71,Just another human,Great content!,1
85176,2161,39.41508560851457,299,6,78,Just another human,Love this!,0
78926,3066,25.742335290280497,325,11,63,Lover of nature,Nice post!,1
35709,2276,15.689367311072056,90,6,54,Lover of nature,Awesome!,1
46345,1495,31.0,162,11,73,AI researcher,Great content!,1
46816,3885,12.05045045045045,317,12,75,AI researcher,Very interesting,0
77863,4624,16.838884083044984,457,4,51,AI researcher,Very interesting,0
63778,2544,25.06996855345912,252,3,95,Just another human,Awesome!,1
35749,4127,8.662224376060092,200,12,94,Just another human,Love this!,1
34795,4258,8.17167684358854,19,10,83,Lover of nature,Love this!,0
31990,1842,17.36699239956569,228,1,72,Just another human,Great content!,0
89345,4801,18.60966465319725,162,1,90,Lover of nature,Great content!,1
94712,722,131.18005540166206,164,6,84,Tech enthusiast,Great content!,0
85026,1402,60.646219686162624,231,9,64,AI researcher,Awesome!,0
1619,446,3.6300448430493275,327,6,52,AI researcher,Awesome!,0
66263,2792,23.73316618911175,237,3,61,Traveler and food lover,Great content!,0
85491,4523,18.901392880831306,119,13,87,Lover of nature,Love this!,0
91138,3768,24.187367303609342,437,3,66,Traveler and food lover,Nice post!,1
28151,2552,11.030956112852664,350,3,87,AI researcher,Great content!,0
30019,1968,15.253556910569106,382,10,76,Traveler and food lover,Love this!,0
6792,3889,1.7464643867318077,368,1,68,Tech enthusiast,Love this!,1
92082,4817,19.11604733236454,106,12,98,Traveler and food lover,Very interesting,1
99362,2732,36.3696925329429,249,12,97,Tech enthusiast,Nice post!,1
25943,2630,9.86425855513308,335,8,70,AI researcher,Great content!,1
77164,1965,39.269211195928754,283,0,89,Just another human,Nice post!,0
8317,1058,7.861058601134215,197,14,73,Lover of nature,Great content!,1
92217,4832,19.0846440397351,415,7,73,Traveler and food lover,Nice post!,1
75884,758,100.1108179419525,219,5,68,Tech enthusiast,Nice post!,1
38356,1796,21.356347438752785,394,14,80,AI researcher,Love this!,0
50782,1644,30.889294403892944,425,12,89,AI researcher,Nice post!,0
72094,4850,14.864742268041237,150,9,69,Just another human,Nice post!,0
40159,24,1673.2916666666667,285,6,64,AI researcher,Great content!,1
86710,1240,69.9274193548387,264,11,89,AI researcher,Love this!,0
27536,4151,6.633582269332691,219,4,84,Just another human,Nice post!,1
96768,3098,31.23563589412524,215,5,97,AI researcher,Love this!,1
85722,1305,65.68735632183908,314,5,84,Tech enthusiast,Love this!,1
68487,2543,26.9315768777035,155,12,82,Traveler and food lover,Awesome!,0
5705,3713,1.5364934015620793,215,8,89,Traveler and food lover,Great content!,0
39179,3956,9.903690596562184,334,9,90,Tech enthusiast,Awesome!,1
47957,4530,10.58653421633554,358,12,93,Traveler and food lover,Love this!,0
47234,4304,10.974442379182156,113,3,67,AI researcher,Nice post!,0
45875,4229,10.847718136675336,160,11,66,Traveler and food lover,Great content!,0
25563,1306,19.573506891271055,302,10,57,Traveler and food lover,Very interesting,1
60420,4465,13.53191489361702,97,11,69,AI researcher,Great content!,0
90905,3175,28.631496062992127,405,12,60,Traveler and food lover,Awesome!,1
